Type dm7_i M_i
Ib 0.1652052125027197 -16.83062548253766
Ib 0.17378201227373324 -16.96088030511518
Ib 0.37129228398464065 -17.853974372299415
Ib 0.08859598703134353 -18.15435170178564
Ib 0.07772762339294559 -16.7542492078499
Ib 0.0863709976243392 -17.144895062344602
Ib 0.10747067172106739 -16.74107254538617
Ib 0.0996174214605503 -17.516656908431635
Ib 0.16726408899221923 -16.94913714654971
Ib 0.1445138342839698 -17.56760677112969
IIn 0.015208830480304414 -17.61620517414775
IIn 0.2009041223504866 -18.08073131277859
IIn 0.023698101952884798 -18.45247752552685
IIn 0.008286585110706568 -18.532867432856776
IIn 0.07593507111484854 -18.14787522720372
